FID,date_ech,valeur,qualif,source,type_zone,code_zone,lib_zone,val_no2,val_so2,val_o3,val_pm10,val_pm25,couleur
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2231,03-11-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2230,03-11-2018 00:00:00,2,Très bon,AtmoSud,commune,84007,Avignon,1,0,2,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-222f,03-11-2019 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-222e,03-11-2019 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-222d,03-11-2019 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-222c,03-11-2019 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-222b,03-11-2019 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-222a,03-11-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,1,0,3,1,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2229,03-12-2018 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,2,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2228,03-12-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,5,0,2,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2227,03-12-2018 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,3,0,2,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2226,03-12-2018 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,3,0,2,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2225,03-12-2018 00:00:00,2,Très bon,AtmoSud,commune,83137,Toulon,1,0,2,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2224,03-12-2018 00:00:00,7,Médiocre,AtmoSud,commune,84007,Avignon,3,0,1,7,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2223,04-01-2018 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2222,04-01-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,2,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2221,04-01-2018 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2220,04-01-2018 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-221f,04-01-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-221e,04-01-2018 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-221d,04-01-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-221c,04-01-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-221b,04-01-2019 00:00:00,6,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,3,0,2,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-221a,04-01-2019 00:00:00,6,Médiocre,AtmoSud,commune,13055,Marseille,3,0,1,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2219,04-01-2019 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,3,0,3,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2218,04-01-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2217,04-02-2018 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2216,04-02-2018 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2215,04-02-2018 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2214,04-02-2018 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,3,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2213,04-02-2018 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,3,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2212,04-02-2018 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2211,04-02-2019 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2210,04-02-2019 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-220f,04-02-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-220e,04-02-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,2,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-220d,04-02-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-220c,04-02-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-220b,04-03-2018 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-220a,04-03-2018 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2209,04-03-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2208,04-03-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2207,04-03-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2206,04-03-2018 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2205,04-03-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2204,04-03-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2203,04-03-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2202,04-03-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2201,04-03-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,3,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-2200,04-03-2019 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21ff,04-04-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21fe,04-04-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21fd,04-04-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,4,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21fc,04-04-2018 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,4,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21fb,04-04-2018 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,3,0,4,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21fa,04-04-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,2,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21f9,04-04-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21f8,04-04-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21f7,04-04-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21f6,04-04-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21f5,04-04-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21f4,04-04-2019 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21f3,04-05-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21f2,04-05-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,2,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21f1,04-05-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21f0,04-05-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21ef,04-05-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21ee,04-05-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21ed,04-05-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21ec,04-05-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21eb,04-05-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21ea,04-05-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21e9,04-05-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21e8,04-05-2019 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21e7,04-06-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21e6,04-06-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21e5,04-06-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21e4,04-06-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21e3,04-06-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21e2,04-06-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21e1,04-06-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21e0,04-06-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21df,04-06-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21de,04-06-2019 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,1,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21dd,04-06-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21dc,04-06-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,2,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21db,04-07-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21da,04-07-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21d9,04-07-2018 00:00:00,6,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,2,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21d8,04-07-2018 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,3,0,5,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21d7,04-07-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21d6,04-07-2018 00:00:00,6,Médiocre,AtmoSud,commune,84007,Avignon,2,0,6,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21d5,04-07-2019 00:00:00,6,Médiocre,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21d4,04-07-2019 00:00:00,6,Médiocre,AtmoSud,commune,06088,Nice,4,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21d3,04-07-2019 00:00:00,7,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,2,0,7,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21d2,04-07-2019 00:00:00,6,Médiocre,AtmoSud,commune,13055,Marseille,3,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21d1,04-07-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,2,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21d0,04-07-2019 00:00:00,7,Médiocre,AtmoSud,commune,84007,Avignon,1,0,7,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21cf,04-08-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21ce,04-08-2018 00:00:00,6,Médiocre,AtmoSud,commune,06088,Nice,6,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21cd,04-08-2018 00:00:00,7,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,2,0,7,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21cc,04-08-2018 00:00:00,6,Médiocre,AtmoSud,commune,13055,Marseille,3,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21cb,04-08-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,3,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21ca,04-08-2018 00:00:00,7,Médiocre,AtmoSud,commune,84007,Avignon,3,0,7,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21c9,04-08-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21c8,04-08-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,4,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21c7,04-08-2019 00:00:00,6,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,3,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21c6,04-08-2019 00:00:00,6,Médiocre,AtmoSud,commune,13055,Marseille,3,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21c5,04-08-2019 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,4,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21c4,04-08-2019 00:00:00,6,Médiocre,AtmoSud,commune,84007,Avignon,1,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21c3,04-09-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21c2,04-09-2018 00:00:00,6,Médiocre,AtmoSud,commune,06088,Nice,5,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21c1,04-09-2018 00:00:00,6,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,3,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21c0,04-09-2018 00:00:00,7,Médiocre,AtmoSud,commune,13055,Marseille,3,0,7,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21bf,04-09-2018 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,2,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21be,04-09-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21bd,04-09-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21bc,04-09-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21bb,04-09-2019 00:00:00,6,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,2,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21ba,04-09-2019 00:00:00,6,Médiocre,AtmoSud,commune,13055,Marseille,3,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21b9,04-09-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21b8,04-09-2019 00:00:00,7,Médiocre,AtmoSud,commune,84007,Avignon,1,0,7,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21b7,04-10-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21b6,04-10-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21b5,04-10-2018 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,4,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21b4,04-10-2018 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,4,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21b3,04-10-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21b2,04-10-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,4,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21b1,04-10-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21b0,04-10-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21af,04-10-2019 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21ae,04-10-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21ad,04-10-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21ac,04-10-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21ab,04-11-2018 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21aa,04-11-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21a9,04-11-2018 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21a8,04-11-2018 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21a7,04-11-2018 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21a6,04-11-2018 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,2,0,2,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21a5,04-11-2019 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21a4,04-11-2019 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21a3,04-11-2019 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21a2,04-11-2019 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21a1,04-11-2019 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-21a0,04-11-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-219f,04-12-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,2,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-219e,04-12-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,5,0,2,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-219d,04-12-2018 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-219c,04-12-2018 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-219b,04-12-2018 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-219a,04-12-2018 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,2,0,3,3,0,#8DA71E
