FID,date_ech,valeur,qualif,source,type_zone,code_zone,lib_zone,val_no2,val_so2,val_o3,val_pm10,val_pm25,couleur
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c91,14-07-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,3,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c90,14-07-2018 00:00:00,7,Médiocre,AtmoSud,commune,84007,Avignon,2,0,7,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c8f,14-07-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c8e,14-07-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c8d,14-07-2019 00:00:00,6,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,1,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c8c,14-07-2019 00:00:00,6,Médiocre,AtmoSud,commune,13055,Marseille,1,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c8b,14-07-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c8a,14-07-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c89,14-08-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c88,14-08-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c87,14-08-2018 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c86,14-08-2018 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c85,14-08-2018 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c84,14-08-2018 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c83,14-08-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c82,14-08-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c81,14-08-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c80,14-08-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c7f,14-08-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c7e,14-08-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c7d,14-09-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c7c,14-09-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c7b,14-09-2018 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,2,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c7a,14-09-2018 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,2,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c79,14-09-2018 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,1,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c78,14-09-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c77,14-09-2019 00:00:00,6,Médiocre,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c76,14-09-2019 00:00:00,6,Médiocre,AtmoSud,commune,06088,Nice,3,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c75,14-09-2019 00:00:00,6,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,1,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c74,14-09-2019 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c73,14-09-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c72,14-09-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c71,14-10-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c70,14-10-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c6f,14-10-2018 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c6e,14-10-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,1,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c6d,14-10-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c6c,14-10-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,2,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c6b,14-10-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c6a,14-10-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,2,0,3,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c69,14-10-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c68,14-10-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,1,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c67,14-10-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c66,14-10-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,2,0,3,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c65,14-11-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,2,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c64,14-11-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,3,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c63,14-11-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,2,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c62,14-11-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,2,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c61,14-11-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,3,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c60,14-11-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,2,0,2,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c5f,14-11-2019 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c5e,14-11-2019 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c5d,14-11-2019 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c5c,14-11-2019 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c5b,14-11-2019 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c5a,14-11-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,3,0,2,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c59,15-01-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c58,15-01-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c57,15-01-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,4,0,2,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c56,15-01-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,4,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c55,15-01-2018 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,3,0,2,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c54,15-01-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,3,0,2,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c53,15-01-2019 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c52,15-01-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c51,15-01-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,4,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c50,15-01-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,4,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c4f,15-01-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,4,0,3,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c4e,15-01-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c4d,15-02-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c4c,15-02-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c4b,15-02-2018 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,3,0,3,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c4a,15-02-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,4,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c49,15-02-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,3,0,3,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c48,15-02-2018 00:00:00,6,Médiocre,AtmoSud,commune,84007,Avignon,3,0,3,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c47,15-02-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c46,15-02-2019 00:00:00,6,Médiocre,AtmoSud,commune,06088,Nice,6,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c45,15-02-2019 00:00:00,6,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,4,0,4,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c44,15-02-2019 00:00:00,6,Médiocre,AtmoSud,commune,13055,Marseille,5,0,4,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c43,15-02-2019 00:00:00,7,Médiocre,AtmoSud,commune,83137,Toulon,5,0,4,7,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c42,15-02-2019 00:00:00,7,Médiocre,AtmoSud,commune,84007,Avignon,3,0,4,7,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c41,15-03-2018 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c40,15-03-2018 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,3,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c3f,15-03-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c3e,15-03-2018 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,5,0,4,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c3d,15-03-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c3c,15-03-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c3b,15-03-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c3a,15-03-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,5,0,4,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c39,15-03-2019 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c38,15-03-2019 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c37,15-03-2019 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c36,15-03-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,3,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c35,15-04-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c34,15-04-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c33,15-04-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c32,15-04-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c31,15-04-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,1,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c30,15-04-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,2,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c2f,15-04-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c2e,15-04-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c2d,15-04-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c2c,15-04-2019 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c2b,15-04-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c2a,15-04-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c29,15-05-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c28,15-05-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c27,15-05-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c26,15-05-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c25,15-05-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c24,15-05-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c23,15-06-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c22,15-06-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,4,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c21,15-06-2018 00:00:00,7,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,3,0,7,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c20,15-06-2018 00:00:00,6,Médiocre,AtmoSud,commune,13055,Marseille,3,0,6,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c1f,15-06-2018 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,2,0,6,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c1e,15-06-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c1d,15-06-2019 00:00:00,6,Médiocre,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,4,6,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c1c,15-06-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,1,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c1b,15-06-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c1a,15-06-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,1,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c19,15-06-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,1,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c18,15-06-2019 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,1,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c17,15-07-2018 00:00:00,6,Médiocre,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c16,15-07-2018 00:00:00,6,Médiocre,AtmoSud,commune,06088,Nice,6,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c15,15-07-2018 00:00:00,7,Médiocre,AtmoSud,commune,13001,Aix-en-Provence,3,0,7,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c14,15-07-2018 00:00:00,6,Médiocre,AtmoSud,commune,13055,Marseille,4,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c13,15-07-2018 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,4,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c12,15-07-2018 00:00:00,6,Médiocre,AtmoSud,commune,84007,Avignon,3,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c11,15-07-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c10,15-07-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c0f,15-07-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c0e,15-07-2019 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c0d,15-07-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c0c,15-07-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c0b,15-08-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c0a,15-08-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c09,15-08-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c08,15-08-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c07,15-08-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c06,15-08-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c05,15-08-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c04,15-08-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,2,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c03,15-08-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c02,15-08-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c01,15-08-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1c00,15-08-2019 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1bff,15-09-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1bfe,15-09-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,2,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1bfd,15-09-2018 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1bfc,15-09-2018 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid--48cd4d03_16e677a716d_-1bfb,15-09-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,3,0,5,4,0,#F4B638
